LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,BILL_AMT1,PAY_AMT1,PAY_AMT2,default_payment_next_month
280000,female,university,single,29,on time,on time,99,0,0,0
310000,female,graduate school,single,28,on time,on time,37085,3817,1000,0
290000,female,university,married,28,on time,on time,24257,2026,3814,0
210000,female,graduate school,single,28,on time,on time,5850,4388,3638,0
210000,female,graduate school,married,29,on time,on time,742,742,742,0
110000,female,university,single,29,3 month(s) late,2 month(s) late,600,0,0,1
50000,female,graduate school,single,28,on time,on time,48211,1971,2011,0
280000,female,graduate school,single,28,on time,on time,269,4166,3607,0
50000,female,university,single,28,1 month(s) late,3 month(s) late,45472,3500,0,1
120000,female,university,married,28,1 month(s) late,2 month(s) late,60188,0,3000,1
80000,female,university,married,28,1 month(s) late,on time,0,146,1006,0
50000,female,graduate school,single,29,on time,on time,17250,8560,1600,0
60000,female,university,single,28,2 month(s) late,on time,4114,2000,2000,1
190000,female,graduate school,single,28,2 month(s) late,2 month(s) late,155335,8000,8150,1
150000,female,graduate school,single,28,2 month(s) late,on time,65809,1498,1614,1
170000,female,graduate school,single,28,on time,on time,2300,0,0,0
150000,female,university,single,28,on time,on time,62122,2000,2500,0
390000,female,graduate school,single,28,on time,on time,202248,10000,0,0
70000,female,university,single,29,on time,on time,20244,50005,2312,0
120000,female,university,single,29,on time,on time,61470,3000,3500,0
30000,female,university,married,29,2 month(s) late,2 month(s) late,26799,5000,2000,0
200000,female,university,married,26,on time,on time,98822,4300,3500,0
300000,female,university,single,28,2 month(s) late,on time,272399,11232,11068,1
90000,female,graduate school,single,29,2 month(s) late,2 month(s) late,7052,2605,0,1
200000,female,graduate school,married,30,on time,on time,4833,6370,2342,0
210000,female,graduate school,single,31,on time,on time,326,326,326,0
230000,female,university,single,31,on time,on time,4908,0,0,0
200000,female,graduate school,single,31,1 month(s) late,on time,4035,4210,0,0
420000,female,university,married,32,on time,on time,89863,1782,1275,0
60000,female,high school,married,28,1 month(s) late,2 month(s) late,32578,3000,0,0
50000,female,university,married,34,on time,on time,42050,10000,4100,0
60000,female,university,married,28,1 month(s) late,2 month(s) late,61474,0,5229,0
210000,female,graduate school,single,28,on time,on time,2568,52720,57861,0
50000,female,university,married,28,on time,on time,43648,3000,6000,0
390000,female,high school,married,28,on time,on time,129002,5000,5500,1
150000,female,graduate school,single,28,1 month(s) late,on time,-89,13983,24831,0
200000,female,university,single,30,on time,on time,38616,3040,1306,0
150000,female,graduate school,married,31,on time,on time,12420,0,0,0
470000,female,university,single,30,on time,on time,216031,7513,5552,0
200000,female,graduate school,married,30,on time,on time,18660,27010,30300,0
160000,female,graduate school,single,31,on time,on time,214,0,0,0
220000,female,university,single,30,1 month(s) late,2 month(s) late,5627,0,1300,1
290000,female,university,married,32,1 month(s) late,2 month(s) late,146853,1503,5400,0
50000,female,high school,other,32,on time,on time,326,652,0,0
290000,female,university,married,32,on time,on time,76383,3400,3700,0
30000,female,university,single,23,1 month(s) late,2 month(s) late,33181,0,2000,1
40000,female,high school,married,23,2 month(s) late,3 month(s) late,8244,0,1642,1
70000,female,graduate school,single,26,on time,on time,64471,2281,2888,0
100000,female,university,single,23,on time,on time,82323,1000,9187,0
20000,female,graduate school,single,23,on time,on time,16178,1300,1300,0
50000,female,university,single,23,on time,on time,51002,1983,2456,1
130000,female,other,single,39,on time,on time,264,264,264,0
140000,female,university,married,28,2 month(s) late,2 month(s) late,115019,4000,9000,1
230000,female,graduate school,married,30,on time,on time,37719,3025,5000,0
300000,female,university,single,30,on time,on time,8805,2186,0,0
200000,female,graduate school,single,29,on time,on time,-792,0,792,1
100000,female,graduate school,single,29,1 month(s) late,2 month(s) late,63542,5000,3200,0
100000,female,university,single,30,on time,on time,92683,3324,3428,0
80000,female,university,single,29,on time,on time,1443,1443,4545,1
170000,female,university,single,29,on time,on time,51401,2100,2105,0
420000,female,graduate school,single,29,on time,on time,392,400,47581,0
70000,female,graduate school,single,29,on time,on time,17154,2000,2000,0
480000,female,university,single,30,on time,on time,470400,0,0,1
250000,female,other,married,27,on time,on time,127786,3729,1600,0
180000,female,graduate school,single,28,on time,on time,230740,1500,1660,0
240000,female,graduate school,single,28,on time,on time,8590,6398,16312,0
210000,female,graduate school,single,28,on time,on time,9918,6942,24000,0
100000,female,graduate school,single,28,3 month(s) late,2 month(s) late,49961,0,1831,0
50000,female,graduate school,single,28,on time,on time,48940,2059,2100,0
300000,female,graduate school,single,28,on time,on time,28989,1291,11000,0
70000,female,graduate school,single,28,on time,on time,21777,2000,2000,0
490000,female,graduate school,single,29,on time,on time,20984,2000,2000,0
170000,female,graduate school,single,29,on time,on time,37350,2000,2000,0
100000,female,graduate school,single,29,on time,on time,51650,2500,1941,0
200000,female,university,single,32,on time,on time,2261,298,0,0
80000,female,university,single,32,on time,on time,3459,3789,3459,0
220000,female,university,single,32,on time,on time,150393,2349,3008,0
300000,female,high school,single,33,on time,on time,0,0,0,1
120000,female,university,married,33,on time,on time,90575,3204,3214,0
240000,female,university,single,30,on time,on time,226315,9100,9859,0
200000,female,graduate school,single,30,on time,on time,96152,8000,16020,0
40000,female,university,married,30,on time,on time,39940,2000,2000,0
200000,female,graduate school,single,30,on time,on time,195128,13600,12200,0
100000,female,graduate school,single,30,3 month(s) late,3 month(s) late,95890,2000,4400,0
50000,female,university,married,31,on time,on time,48509,3310,2039,0
40000,female,university,married,32,on time,on time,40368,1603,2000,0
70000,female,university,married,32,2 month(s) late,2 month(s) late,68321,6600,0,0
210000,female,graduate school,single,31,on time,on time,191,376,569,0
30000,female,university,single,28,on time,on time,25150,3000,3000,0
100000,female,graduate school,single,30,on time,on time,91844,3200,3007,0
20000,female,university,married,30,on time,on time,16754,1291,2382,0
400000,female,university,married,36,on time,on time,20818,1878,0,0
330000,female,university,married,28,on time,on time,221793,10000,10000,0
240000,female,university,single,30,on time,on time,4684,18432,1416,1
70000,female,graduate school,single,29,on time,on time,71237,6577,0,1
240000,female,graduate school,single,29,on time,on time,358,176,0,0
200000,female,graduate school,married,27,1 month(s) late,on time,-896,7052,653,0
100000,female,graduate school,single,27,on time,on time,904,3710,636,0
180000,female,graduate school,single,29,on time,on time,44109,8000,5000,0
360000,female,university,single,30,on time,on time,82195,20500,8007,0
130000,female,university,single,29,on time,on time,113203,4200,5800,0
120000,female,university,single,30,on time,on time,2680,14770,7832,0
230000,female,graduate school,single,30,on time,on time,0,0,846,0
340000,female,other,single,30,on time,on time,47001,2000,2000,0
320000,female,graduate school,single,29,on time,on time,198441,10000,10000,0
330000,female,high school,single,29,on time,on time,311577,13110,10691,0
80000,female,high school,single,30,2 month(s) late,on time,4794,1074,1000,1
150000,female,graduate school,married,30,on time,on time,4083,3537,6484,0
160000,female,high school,married,31,on time,on time,207,565,2009,1
50000,female,high school,married,37,on time,on time,39804,1964,1701,0
300000,female,other,married,48,on time,on time,0,0,0,0
190000,female,university,married,36,on time,on time,185788,7483,5902,0
50000,female,university,single,27,on time,on time,25870,1325,1392,0
90000,female,graduate school,single,28,on time,on time,866,148,377,0
210000,female,graduate school,single,28,on time,on time,85672,6009,5000,0
240000,female,graduate school,single,28,on time,on time,246310,10500,9900,0
60000,female,university,married,34,2 month(s) late,2 month(s) late,40511,4200,2000,1
440000,female,university,single,35,on time,on time,3091,1150,1084,0
30000,female,university,married,42,2 month(s) late,2 month(s) late,28485,0,2000,1
230000,female,university,single,26,on time,on time,23758,0,0,0
440000,female,university,single,28,1 month(s) late,2 month(s) late,209176,11000,54,1
80000,female,university,married,29,on time,on time,63899,2500,2500,1
30000,female,university,married,30,on time,on time,29265,2000,1655,0
250000,female,university,single,35,on time,on time,238855,8517,7481,0
30000,female,graduate school,married,45,2 month(s) late,on time,26155,1482,1731,1
50000,female,high school,other,49,on time,on time,49402,1800,2110,0
50000,female,university,single,34,on time,on time,47303,2807,3008,0
30000,female,university,single,34,1 month(s) late,2 month(s) late,26330,0,3600,0
30000,female,university,married,45,on time,on time,30788,1759,1762,1
500000,female,university,married,42,on time,on time,149838,0,0,0
50000,female,university,married,41,1 month(s) late,2 month(s) late,24540,1500,2000,1
50000,female,university,married,36,on time,on time,49872,1600,2500,0
50000,female,graduate school,single,22,on time,on time,2416,0,0,0
90000,female,university,single,26,on time,on time,45069,2000,2500,0
30000,female,graduate school,single,26,1 month(s) late,2 month(s) late,13890,2000,1300,1
150000,female,high school,married,43,on time,on time,125403,5018,5081,0
50000,female,university,married,23,on time,on time,14465,50295,2500,0
70000,female,university,single,23,2 month(s) late,2 month(s) late,14871,2850,0,1
80000,female,university,single,23,on time,on time,68850,0,0,0
280000,female,graduate school,single,29,on time,on time,-11,0,0,0
90000,female,university,married,30,on time,on time,6480,1106,1124,0
330000,female,graduate school,married,39,on time,on time,94384,4000,3000,0
190000,female,university,married,46,on time,on time,80903,5000,5000,0
210000,female,graduate school,married,40,on time,on time,47109,2000,6500,0
100000,female,graduate school,married,30,3 month(s) late,4 month(s) late,98094,6000,1900,1
20000,female,university,single,30,3 month(s) late,2 month(s) late,20226,0,2346,1
260000,female,graduate school,married,31,on time,on time,555,8078,20000,0
20000,female,university,married,26,1 month(s) late,2 month(s) late,15803,0,3103,1
80000,female,high school,married,37,on time,on time,77480,3000,2500,1
50000,female,university,married,42,on time,on time,30640,1746,1800,0
70000,female,high school,married,35,2 month(s) late,2 month(s) late,50834,2460,0,1
30000,female,university,married,38,on time,on time,26664,3582,1734,0
100000,female,graduate school,single,25,1 month(s) late,2 month(s) late,97271,0,4950,1
50000,female,graduate school,single,25,on time,on time,50673,2500,4000,0
80000,female,university,married,27,2 month(s) late,on time,63711,2907,3014,1
50000,female,university,married,27,on time,on time,7439,1028,3423,1
150000,female,other,married,28,on time,on time,152105,6300,4500,0
140000,female,graduate school,single,29,on time,on time,130261,3474,4000,0
70000,female,graduate school,married,31,on time,on time,63820,5000,4000,0
30000,female,university,married,31,1 month(s) late,2 month(s) late,28933,1949,0,0
80000,female,university,married,32,2 month(s) late,2 month(s) late,70381,0,3126,1
40000,female,university,married,41,on time,on time,21960,1176,1049,0
100000,female,university,married,37,on time,on time,34572,1849,1894,0
50000,female,university,married,40,on time,on time,48050,2000,1871,0
30000,female,high school,married,35,2 month(s) late,2 month(s) late,26088,1800,0,1
120000,female,graduate school,married,35,on time,on time,9756,2519,3643,0
260000,female,high school,married,39,on time,on time,152735,6627,7000,0
90000,female,university,married,35,on time,on time,21093,1256,3445,0
30000,female,university,married,33,on time,on time,4101,172,33635,0
260000,female,graduate school,married,37,on time,on time,174971,10000,8000,0
170000,female,graduate school,married,39,1 month(s) late,2 month(s) late,161105,0,6000,0
150000,female,university,married,36,on time,on time,137664,5500,6704,0
90000,female,high school,married,40,1 month(s) late,2 month(s) late,40467,2000,2000,0
50000,female,high school,single,45,on time,on time,3740,1100,1091,0
70000,female,graduate school,single,29,on time,on time,66867,3020,5040,0
210000,female,graduate school,single,29,on time,on time,217220,7700,10292,0
450000,female,graduate school,single,31,on time,on time,0,0,0,0
70000,female,high school,married,32,on time,on time,14180,3000,2000,1
70000,female,high school,single,32,2 month(s) late,2 month(s) late,23741,4000,0,1
300000,female,high school,single,34,on time,on time,2344,8000,0,0
70000,female,graduate school,married,29,on time,on time,68494,3200,3300,0
180000,female,university,married,37,on time,on time,88275,2800,3333,0
50000,female,high school,married,29,2 month(s) late,2 month(s) late,59077,0,2700,1
20000,female,university,single,27,on time,2 month(s) late,20556,8,2072,0
260000,female,graduate school,single,31,on time,on time,229398,8720,9000,0
70000,female,high school,married,34,on time,on time,5219,3092,19948,0
50000,female,university,other,31,2 month(s) late,2 month(s) late,39193,4600,1000,1
150000,female,university,married,34,on time,on time,146661,6800,6600,0
150000,female,high school,married,45,on time,on time,47372,2000,2100,0
20000,female,university,married,37,on time,on time,19326,1263,1630,0
60000,female,university,single,45,on time,on time,57711,2500,2384,0
50000,female,university,married,30,on time,on time,40596,2000,2047,0
50000,female,graduate school,single,25,on time,on time,26240,1500,1500,0
80000,female,graduate school,married,27,3 month(s) late,2 month(s) late,71965,0,3278,1
140000,female,graduate school,single,27,on time,on time,10064,2000,2000,0
20000,female,high school,single,28,1 month(s) late,2 month(s) late,6616,0,1800,1
10000,female,university,married,49,2 month(s) late,on time,2240,1057,1073,1
120000,female,university,married,45,on time,on time,11547,5000,0,0
50000,female,university,married,40,1 month(s) late,3 month(s) late,36291,0,0,1
30000,female,university,married,39,2 month(s) late,on time,11436,1500,3000,1
210000,female,university,married,49,2 month(s) late,on time,114273,6000,6000,1
150000,female,graduate school,single,27,on time,on time,0,0,0,1
180000,female,high school,married,28,on time,on time,113125,1923,1501,0
590000,female,university,married,29,on time,on time,0,0,0,1
260000,female,graduate school,married,30,on time,on time,25661,5000,40000,0
90000,female,high school,married,35,on time,on time,13865,2054,6911,0
110000,female,university,married,28,on time,on time,20186,1300,1500,0
140000,female,graduate school,single,28,on time,on time,1756,2209,923,0
210000,female,graduate school,single,30,on time,on time,7631,5583,5583,0
80000,female,university,married,31,on time,on time,0,0,0,0
30000,female,high school,married,36,1 month(s) late,2 month(s) late,8910,22,6245,0
120000,female,high school,married,28,on time,on time,93623,3440,5017,0
20000,female,high school,married,44,on time,on time,7661,1457,2600,0
80000,female,high school,single,42,on time,on time,50320,1784,1898,0
110000,female,university,single,35,on time,on time,22514,1378,1723,0
240000,female,university,married,34,on time,on time,77126,5005,2116,0
100000,female,university,married,49,on time,on time,5532,5325,5423,0
200000,female,university,single,32,on time,on time,150204,5479,5682,0
450000,female,graduate school,single,32,on time,on time,1249,142,6001,0
150000,female,university,single,32,on time,on time,49760,2538,2000,0
120000,female,university,married,39,on time,2 month(s) late,11277,0,5333,0
70000,female,university,single,26,2 month(s) late,on time,66087,3120,3303,1
190000,female,graduate school,single,31,on time,on time,132946,6000,6000,0
50000,female,high school,married,45,on time,on time,49212,1611,1700,0
60000,female,high school,married,44,1 month(s) late,2 month(s) late,39466,0,1802,0
90000,female,graduate school,single,30,2 month(s) late,2 month(s) late,15979,2000,0,1
300000,female,university,married,33,on time,on time,62951,4007,5000,0
210000,female,high school,married,32,on time,on time,1406,0,712,0
50000,female,university,married,34,2 month(s) late,2 month(s) late,46843,4310,0,0
350000,female,graduate school,married,34,on time,on time,37129,75000,30000,0
30000,female,university,married,34,on time,on time,26253,1444,1660,0
280000,female,high school,married,34,1 month(s) late,on time,0,0,0,0
380000,female,high school,married,35,on time,on time,18341,2000,3000,0
360000,female,university,single,34,on time,on time,724,1232,291,0
260000,female,university,married,37,1 month(s) late,1 month(s) late,5917,0,0,0
160000,female,university,married,37,on time,on time,27720,5000,5017,0
250000,female,high school,married,43,on time,on time,8443,13829,22997,0
320000,female,graduate school,single,27,on time,on time,19950,5000,10000,0
140000,female,university,single,31,on time,on time,137326,6400,6600,0
80000,female,high school,married,32,on time,on time,58091,2700,2800,0
100000,female,graduate school,married,40,2 month(s) late,2 month(s) late,63422,3000,0,1
210000,female,other,married,41,on time,on time,1662,13934,7735,0
200000,female,high school,single,29,on time,on time,5555,7485,12625,0
110000,female,high school,married,37,on time,on time,104691,5000,5000,0
70000,female,graduate school,married,36,1 month(s) late,2 month(s) late,18514,2000,0,1
240000,female,university,married,46,on time,on time,233438,11250,10950,0
80000,female,university,married,38,on time,on time,70613,2006,2100,0
150000,female,high school,single,47,on time,on time,132093,5000,5000,0
50000,female,university,single,42,on time,on time,46566,2000,2300,0
230000,female,university,married,37,on time,on time,53327,1973,1890,0
290000,female,graduate school,married,43,on time,on time,1457,1808,5054,0
350000,female,graduate school,single,36,on time,on time,3272,7008,0,0
100000,female,high school,single,39,on time,on time,86453,5000,5000,0
50000,female,high school,married,46,on time,on time,48796,2000,2000,0
360000,female,university,married,43,on time,on time,0,0,0,0
210000,female,university,single,38,on time,on time,1026,3751,4366,0
500000,female,university,married,39,on time,on time,1948,599,552,0
290000,female,university,married,47,on time,on time,244377,10000,10000,0
350000,female,high school,married,36,on time,on time,255751,33010,0,0
190000,female,university,married,33,on time,on time,2125,3411,2131,0
180000,female,graduate school,single,34,on time,on time,108016,150000,8000,0
110000,female,university,married,35,on time,on time,6137,1053,1073,1
200000,female,high school,single,33,1 month(s) late,2 month(s) late,51979,0,5000,1
210000,female,university,married,40,on time,on time,10240,0,5000,0
100000,female,high school,married,36,on time,on time,476,476,476,0
130000,female,university,married,43,on time,on time,135390,6329,5472,0
70000,female,high school,single,38,on time,on time,70621,2506,3500,0
100000,female,university,married,33,on time,on time,92189,3252,3215,0
150000,female,high school,married,35,on time,on time,600,660,0,0
160000,female,high school,married,39,on time,on time,102358,4671,1048,0
30000,female,high school,married,48,1 month(s) late,on time,-100,200,0,0
80000,female,university,married,36,on time,on time,816,1423,1856,0
200000,female,university,married,44,on time,on time,7096,1336,8457,0
180000,female,high school,married,41,2 month(s) late,2 month(s) late,96093,6500,3582,1
180000,female,university,married,34,on time,on time,47517,1526,3006,0
170000,female,university,married,35,on time,on time,144606,5007,7004,0
50000,female,graduate school,single,35,on time,on time,4309,7000,8000,0
160000,female,high school,married,40,on time,on time,93287,3230,3500,0
160000,female,university,married,40,on time,on time,390,390,780,1
20000,female,graduate school,single,22,on time,on time,18390,2000,1376,0
70000,female,university,married,24,on time,on time,33602,10096,3000,0
240000,female,university,single,38,on time,on time,34752,30073,24315,0
300000,female,university,married,45,on time,on time,343205,12429,11254,0
420000,female,university,married,37,on time,on time,4904,5332,5348,0
200000,female,high school,married,43,1 month(s) late,2 month(s) late,119432,0,5000,1
50000,female,university,married,47,on time,on time,27121,2000,1700,0
50000,female,university,married,38,on time,on time,20606,2000,0,0
200000,female,graduate school,married,38,on time,on time,2571,2772,2571,0
200000,female,graduate school,single,32,on time,on time,118532,6000,4500,0
380000,female,university,married,33,1 month(s) late,1 month(s) late,363944,29540,74,0
50000,female,graduate school,single,27,on time,on time,17626,1547,8000,0
50000,female,graduate school,single,28,on time,on time,1460,1625,3556,0
500000,female,university,single,35,on time,on time,35757,22372,7364,0
300000,female,university,married,40,on time,on time,2470,0,0,0
170000,female,university,single,32,on time,on time,10928,6151,4110,1
20000,female,university,married,46,3 month(s) late,2 month(s) late,11698,2000,2000,1
20000,female,university,married,43,on time,on time,1475,1291,3898,0
280000,female,university,single,36,on time,on time,183797,6083,5913,0
80000,female,university,single,22,on time,on time,858,1000,1036,0
20000,female,university,single,24,on time,on time,17372,1500,3000,0
70000,female,graduate school,single,24,on time,on time,110176,2700,2700,0
30000,female,university,married,25,2 month(s) late,2 month(s) late,23888,3800,1400,1
170000,female,university,single,37,on time,on time,117527,5837,4278,0
320000,female,university,single,30,on time,on time,97541,3900,5500,0
210000,female,graduate school,single,30,on time,on time,0,0,0,0
310000,female,university,single,31,on time,on time,14015,2000,1300,0
230000,female,graduate school,single,29,1 month(s) late,on time,0,162,1140,0
90000,female,university,married,31,2 month(s) late,2 month(s) late,90089,3500,4400,1
200000,female,graduate school,single,31,on time,on time,6024,2180,2750,0
150000,female,university,single,34,3 month(s) late,3 month(s) late,103389,8000,8000,0
60000,female,graduate school,single,27,on time,on time,23690,1283,1584,0
50000,female,university,single,38,on time,on time,1496,35007,2000,0
200000,female,graduate school,single,40,on time,on time,132563,4841,5047,0
220000,female,university,married,35,on time,on time,41259,2000,3000,0
300000,female,high school,married,34,on time,on time,-75,29089,21286,0
30000,female,university,married,47,2 month(s) late,2 month(s) late,25893,5501,22,1
330000,female,other,married,36,on time,on time,18768,3744,119356,0
280000,female,graduate school,married,42,on time,on time,172886,6232,12104,0
330000,female,graduate school,single,38,on time,on time,0,0,0,1
390000,female,high school,single,45,on time,on time,94373,2230,609,0
200000,female,university,married,38,on time,on time,788,165,1520,0
20000,female,high school,single,45,on time,on time,12670,1520,1234,0
140000,female,university,married,32,on time,on time,52825,3000,5007,0
30000,female,graduate school,married,32,on time,on time,3684,2911,5842,0
210000,female,university,married,41,1 month(s) late,on time,0,0,0,0
100000,female,high school,married,44,on time,on time,1010,0,0,0
50000,female,university,married,38,on time,on time,1121,0,2267,0
30000,female,high school,single,42,on time,on time,26012,2000,1577,1
30000,female,other,single,45,2 month(s) late,on time,29278,2000,1600,1
150000,female,graduate school,single,37,1 month(s) late,on time,0,0,689,0
180000,female,graduate school,single,39,on time,on time,11732,6653,330,0
230000,female,university,married,49,1 month(s) late,on time,0,0,0,0
220000,female,graduate school,single,36,on time,on time,122,104,2653,0
200000,female,graduate school,single,35,on time,on time,5956,10402,1530,0
80000,female,university,married,35,on time,on time,17087,1617,8179,0
380000,female,high school,married,44,on time,on time,7234,1500,2000,0
30000,female,university,married,42,2 month(s) late,on time,9985,1176,1198,1
160000,female,university,married,41,on time,on time,8091,5344,5124,0
60000,female,university,married,47,on time,on time,27970,1456,4140,1
100000,female,high school,married,42,on time,2 month(s) late,7689,0,1281,0
150000,female,university,married,37,on time,on time,0,1771,0,0
100000,female,university,married,38,2 month(s) late,2 month(s) late,36414,2000,2000,0
30000,female,university,single,44,on time,on time,0,1330,2988,0
220000,female,graduate school,married,36,1 month(s) late,2 month(s) late,4086,0,4000,1
220000,female,graduate school,single,38,on time,2 month(s) late,2650,0,0,0
400000,female,university,single,30,on time,on time,-38,10446,5002,1
680000,female,graduate school,single,30,on time,on time,39639,0,10296,1
280000,female,graduate school,single,30,on time,on time,36269,10300,10018,0
70000,female,university,married,44,on time,on time,34135,2020,5000,0
300000,female,university,married,39,on time,on time,6192,4790,6462,1
250000,female,university,single,41,on time,on time,312,0,3618,0
200000,female,graduate school,single,31,on time,on time,1570,0,0,0
450000,female,graduate school,single,31,on time,on time,12818,17577,35758,0
30000,female,graduate school,single,33,3 month(s) late,2 month(s) late,21167,0,4000,1
210000,female,university,single,29,on time,on time,1778,226,2031,0
250000,female,graduate school,single,29,2 month(s) late,2 month(s) late,124780,5900,4500,1
70000,female,university,single,31,on time,on time,64888,2127,2151,0
230000,female,graduate school,single,31,1 month(s) late,on time,-9,0,995,0
150000,female,university,married,37,on time,on time,0,0,0,0
70000,female,high school,married,47,1 month(s) late,2 month(s) late,29386,3000,1700,0
150000,female,university,married,35,on time,on time,102007,5000,5045,1
200000,female,university,married,37,on time,on time,313,0,313,0
200000,female,other,single,42,on time,on time,5433,2000,0,0
300000,female,high school,married,42,on time,on time,885,0,0,0
80000,female,high school,married,39,on time,on time,2921,780,6837,1
30000,female,university,single,43,5 month(s) late,4 month(s) late,31273,0,0,1
100000,female,university,married,40,on time,on time,89236,3162,3523,0
360000,female,graduate school,single,32,on time,on time,290543,7288,6079,0
150000,female,university,single,32,on time,on time,32428,2000,1650,0
180000,female,graduate school,single,32,1 month(s) late,on time,-10,0,0,0
210000,female,graduate school,married,33,on time,on time,1345,6087,947,0
110000,female,high school,married,41,on time,on time,101316,5300,4300,0
80000,female,university,married,41,on time,on time,2727,1679,566,0
50000,female,university,single,39,on time,on time,263,1209,0,0
150000,female,university,married,32,on time,on time,0,0,0,0
260000,female,graduate school,single,40,on time,on time,0,0,0,0
200000,female,graduate school,single,33,on time,on time,6421,1064,4974,0
230000,female,university,single,29,on time,on time,2624,1149,2140,0
70000,female,graduate school,married,32,on time,on time,70178,2900,2766,1
70000,female,graduate school,single,32,2 month(s) late,on time,34640,2000,2000,1
160000,female,university,single,32,on time,on time,2812,1222,1147,1
200000,female,high school,single,34,on time,on time,195380,7632,6839,0
270000,female,university,single,35,on time,on time,1636,37,3000,0
100000,female,university,married,36,on time,on time,97026,5000,5000,0
410000,female,graduate school,married,42,on time,on time,12327,2324,4204,0
160000,female,university,married,33,on time,on time,1655,4271,3711,0
120000,female,university,single,39,on time,on time,326,3756,652,1
50000,female,university,married,37,on time,on time,12246,1196,1261,0
450000,female,graduate school,married,38,on time,on time,0,0,0,0
200000,female,university,single,36,on time,on time,193083,9000,8993,0
360000,female,university,single,41,on time,on time,3640,1436,1114,0
340000,female,university,married,40,on time,on time,40681,3171,3000,0
300000,female,high school,married,40,on time,on time,0,0,0,1
220000,female,high school,single,40,on time,on time,220091,7797,8201,0
370000,female,graduate school,single,37,on time,on time,308011,10404,10015,0
170000,female,university,married,39,on time,on time,2947,4134,3967,0
500000,female,university,single,39,on time,on time,491395,25799,35530,0
100000,female,graduate school,married,36,2 month(s) late,on time,94796,2624,1000,0
110000,female,graduate school,single,31,on time,on time,223,0,0,0
230000,female,graduate school,married,31,on time,on time,23526,7005,3239,0
230000,female,graduate school,single,31,on time,on time,33109,5000,5000,0
150000,female,university,married,33,on time,on time,25849,1735,1765,0
210000,female,graduate school,married,32,on time,on time,7544,5255,7067,0
100000,female,high school,married,32,on time,on time,24002,2781,0,0
230000,female,graduate school,married,42,on time,on time,147396,10000,7000,0
360000,female,graduate school,single,33,on time,on time,0,0,0,1
360000,female,university,married,34,on time,on time,80540,3933,2001,0
200000,female,graduate school,single,34,1 month(s) late,on time,-2113,0,0,1
200000,female,graduate school,married,34,on time,on time,16024,18184,10274,0
150000,female,university,single,33,on time,on time,508,1166,1873,0
110000,female,graduate school,married,41,3 month(s) late,2 month(s) late,150,0,0,0
320000,female,university,married,38,on time,on time,0,0,0,0
50000,female,high school,married,44,2 month(s) late,2 month(s) late,19178,1500,0,1
160000,female,university,single,39,on time,on time,32930,14000,40015,0
80000,female,university,married,42,on time,on time,43045,1301,5098,1
100000,female,university,married,35,on time,on time,28428,1800,1900,0
150000,female,university,married,36,on time,on time,289463,8245,7143,0
60000,female,university,married,38,7 month(s) late,6 month(s) late,126220,0,880,0
200000,female,graduate school,single,39,on time,on time,345,355,0,0
160000,female,high school,married,38,on time,on time,5207,207,207,0
230000,female,university,married,38,on time,on time,4549,0,24962,0
230000,female,university,married,40,1 month(s) late,on time,0,0,3504,0
90000,female,high school,married,39,1 month(s) late,on time,0,0,0,0
140000,female,high school,married,40,2 month(s) late,on time,30755,1815,1866,1
30000,female,high school,single,41,on time,on time,24217,2000,3000,0
320000,female,graduate school,married,41,on time,on time,59807,10000,4200,0
20000,female,high school,married,35,on time,on time,17008,1501,1000,0
50000,female,high school,single,35,on time,on time,3123,1326,2866,0
30000,female,high school,married,38,on time,on time,24505,1800,1750,0
160000,female,high school,single,36,on time,on time,27204,897,1066,0
280000,female,university,married,48,on time,on time,79536,31280,26757,0
390000,female,university,single,35,on time,on time,42286,2389,2414,0
100000,female,high school,married,44,on time,on time,41803,33882,4000,1
200000,female,other,single,48,on time,on time,198540,0,0,0
110000,female,high school,married,43,on time,on time,48796,2350,1392,0
50000,female,university,married,45,on time,on time,48875,2080,1690,0
100000,female,university,married,41,on time,on time,111925,4000,7000,0
200000,female,high school,other,31,1 month(s) late,on time,0,0,0,0
250000,female,graduate school,married,34,2 month(s) late,on time,138380,5136,17994,0
20000,female,high school,married,48,2 month(s) late,2 month(s) late,13836,1500,1595,1
260000,female,university,married,35,on time,on time,3439,10127,258,0
20000,female,high school,married,31,1 month(s) late,2 month(s) late,15043,0,5166,1
320000,female,university,married,44,1 month(s) late,on time,0,0,0,0
30000,female,graduate school,married,37,on time,on time,7979,1149,1191,0
50000,female,university,single,41,on time,on time,39859,1501,2003,0
80000,female,university,single,36,2 month(s) late,on time,19671,1700,0,1
120000,female,university,married,40,1 month(s) late,2 month(s) late,57816,5900,0,1
290000,female,university,married,49,on time,on time,37246,3000,3500,0
50000,female,university,married,43,on time,on time,30530,2000,2000,0
30000,female,high school,married,39,on time,on time,21173,2000,2000,1
580000,female,university,single,33,on time,on time,18812,2000,10053,0
270000,female,graduate school,married,41,on time,on time,1278,0,3568,0
30000,female,high school,married,42,2 month(s) late,on time,836,836,836,0
160000,female,graduate school,married,31,2 month(s) late,2 month(s) late,147710,7501,0,0
180000,female,university,single,31,on time,on time,416,416,416,0
20000,female,university,married,34,on time,on time,3223,1220,0,1
210000,female,university,married,33,on time,on time,7655,1644,2261,0
